Contingency,DeviceName,DeviceType,Action
SWINWIN8,1074 WINKSS_8 37900 TNWINK_ 1,LINE,OUT
SWINWIN9,1075 WINKSS_9 37920 TNWINK_ 1,LINE,OUT
SWINYUC8,1009 YUCCADR_ 1074 WINKSS_8 1,LINE,OUT
SWIPPI28,7304 L_WIPOPA 7307 L_PINECR 2,LINE,OUT
SWIPPIN8,7307 L_PINECR 7309 L_WIPOPA 1,LINE,OUT
SWIRFE28,7104 L_WIRTZ_ 7126 L_FERGUS 1,LINE,OUT
SWIRFER8,7104 L_WIRTZ_ 7126 L_FERGUS 2,LINE,OUT
SWISJAC8,570 WISECNTY 579 JCKCNTY8 1,LINE,OUT
SWKAELM9,3439 WACO_E1_ 3573 KATYTNEW 1,LINE,OUT
SWKAELM9,3408 ELM_MOTT 3573 KATYTNEW 1,LINE,OUT
SWKAELM9,3571 WACOKATY 3573 KATYTNEW 1,LINE,OUT
SWKBWI29,1245 WINKBAWT 1249 KEYSTONE 1,LINE,OUT
SWKBWI29,1245 WINKBAWT 1246 WINKBASN 1,LINE,OUT
SWKBWI29,1075 WINKSS_9 1245 WINKBAWT 1,LINE,OUT
SWLALCS8,3410 LAKE_CRK 3452 WACOLASA 1,LINE,OUT
SWLALCS8,3438 WACO_E1_ 3452 WACOLASA 1,LINE,OUT
SWLFECT8,1019 MOSS_8 1292 ECTRHARP 1,LINE,OUT
SWLFECT8,1013 WOLFSS_8 1292 ECTRHARP 2,LINE,OUT
SWLFMON8,1107 MONAHN2T 1108 MONAHN2_ 1,LINE,OUT
SWLFMON8,1027 ODESEHV_ 1107 MONAHN2T 1,LINE,OUT
SWLFMON8,1013 WOLFSS_8 1107 MONAHN2T 1,LINE,OUT
SWLFYUC8,1001 AROYA_8 1013 WOLFSS_8 1,LINE,OUT
SWLOTHW8,45510 T_H_W__ 46660 WILLOW_ 81,LINE,OUT
SWLSMNS5,1695 MOSES_5 120001 WLSH_W 3,LINE,OUT
SWLVWTR5,2427 WATMLL_W 2997 WATMLL_2 1,LINE,OUT
SWLVWTR5,2398 WLEVEE1_ 2997 WATMLL_2 1,LINE,OUT
SWLVWTR5,2428 WATMLL_E 2997 WATMLL_2 1,LINE,OUT
SWLVW_F5,1302 WILLOWVA 59905 FARADAY 1,LINE,OUT
SWMMLCS8,3567 ROBINSON 3568 ROBSONNW 1,LINE,OUT
SWMMLCS8,3697 WACOMMP2 13568 WACOMM2 1,LINE,OUT
SWMMLCS8,3568 ROBSONNW 13568 WACOMM2 1,LINE,OUT
SWMMLCS8,3566 WACO_MM2 3697 WACOMMP2 1,LINE,OUT
SWMMLCS8,3410 LAKE_CRK 3567 ROBINSON 1,LINE,OUT
SWMMLCS8,3436 WACO_W1_ 13568 WACOMM2 1,LINE,OUT
SWMRCDH8,2411 MTCK_W8 3042 WMRLD1_8 1,LINE,OUT
SWMRCDH8,2411 MTCK_W8 2421 CHILSW_S 1,LINE,OUT
SWMRMCS8,2412 MTCK_E8 3004 WMRLD2_8 1,LINE,OUT
SWNDLOF9,33776 LOFTIN 140702 WNDTHS 1,LINE,OUT
SWNTEL28,2482 ELEVEE_E 2875 WNET2_8 1,LINE,OUT
SWNTEL28,2875 WNET2_8 2976 INDUST_E 1,LINE,OUT
SWOFCPS5,1876 WLFHOLW_ 1900 COMCHPKW 1,LINE,OUT
SWOLGIL8,7134 L_WOLFCR 7138 L_KERRST 1,LINE,OUT
SWOLGIL8,7132 L_GILLES 7134 L_WOLFCR 1,LINE,OUT
SWOLWYL8,7210 L_WYLDWO 7212 L_WOLFLA 1,LINE,OUT
SWOOAIR8,8458 B_DAVIS4 8492 WOOLRIDG 1,LINE,OUT
SWOOAIR8,8490 AIRLINE4 8492 WOOLRIDG 1,LINE,OUT
SWOOLOC8,924 LOCUST138 59000 DMENODE 1,LINE,OUT
SWOOLOC8,982 DN_STEAM_ 59000 DMENODE 1,LINE,OUT
SWOOLOC8,921 WOODROW13 59000 DMENODE 1,LINE,OUT
SWOOMCK8,907 MCKINNEY 921 WOODROW13 1,LINE,OUT
SWOORI28,6601 RIOPECOS 38330 TNWDWRD 1,LINE,OUT
SWOORI28,38310 TN16TH_ 38330 TNWDWRD 1,LINE,OUT
SWOORI28,130532 WOODWR 130533 WOODWR 1,LINE,OUT
SWOORI38,6630 FTST4A 6671 TOMBSTNE 1,LINE,OUT
SWOORI38,6671 TOMBSTNE 38432 TNCENTR 1,LINE,OUT
SWOORI38,6632 WDWRDTP4 130432 WOODWR 1,LINE,OUT
SWOORI38,6632 WDWRDTP4 6671 TOMBSTNE 1,LINE,OUT
SWOORI38,6601 RIOPECOS 6632 WDWRDTP4 1,LINE,OUT
SWORPYO8,38001 TNPYOTE 38021 TNWORSH 1,LINE,OUT
SWORQUI8,38021 TNWORSH 38022 TNQUITO 1,LINE,OUT
SWOVODE8,1129 WESTOVER 1130 AMOSFOST 1,LINE,OUT
SWOVODE8,1122 ODESSANO 1130 AMOSFOST 1,LINE,OUT
SWOVODE8,1019 MOSS_8 1129 WESTOVER 1,LINE,OUT
SWRISTV8,309 TOLARTAP 310 GRBY8 1,LINE,OUT
SWRISTV8,305 BLUFFDALE 309 TOLARTAP 1,LINE,OUT
SWRISTV8,295 STEPHENVI 303 NORFORK 1,LINE,OUT
SWRISTV8,309 TOLARTAP 37710 TNTOLAR 1,LINE,OUT
SWRISTV8,304 WRIGHT 305 BLUFFDALE 1,LINE,OUT
SWRISTV8,306 BUNKER 310 GRBY8 1,LINE,OUT
SWRISTV8,303 NORFORK 304 WRIGHT 1,LINE,OUT
SWRNCBY8,40012 CEDAR_8 41700 WARVUE_ 84,LINE,OUT
SWRNCBY8,40012 CEDAR_8 40015 CEDARP_ 84,LINE,OUT
SWSHCL15,68000 WSHACK 68001 CLAYTON 2,LINE,OUT
SWSHCL35,68000 WSHACK 68001 CLAYTON 1,LINE,OUT
SWSHSC15,11318 SCURCNT 68001 CLAYTON 1,LINE,OUT
SWSHSC25,11318 SCURCNT 68001 CLAYTON 2,LINE,OUT
SWSICAL9,5620 WSINTONS 5626 CALALLEN 1,LINE,OUT
SWSICAL9,5618 SODVILLE 5620 WSINTONS 1,LINE,OUT
SWSICAL9,5620 WSINTONS 5622 WSINTONS 1,LINE,OUT
SWSMBMP9,2094 GEN_DYN1 12095 BOMBR_R 1,LINE,OUT
SWSMBMP9,11956 CALMONT 12089 WHTSTLM 1,LINE,OUT
SWSMBMP9,12089 WHTSTLM 12095 BOMBR_R 1,LINE,OUT
SWSMHIL9,506 HILLTOP9 902910 WHTSTL 1,LINE,OUT
SWSMLCK9,2089 WHTSTLMN 12094 GEN_DYN 1,LINE,OUT
SWSMLCK9,1956 CALMONT1 2089 WHTSTLMN 1,LINE,OUT
SWSTWSM8,1860 EAGLEMNT 2086 SANSOM2_ 1,LINE,OUT
SWSTWSM8,1955 CALMONT1 2087 WHILL1_8 1,LINE,OUT
SWSTWSM8,1954 WHITEST_ 902905 SANSOM 1,LINE,OUT
SWSTWSM8,1953 WHITESTW 1954 WHITEST_ 1,LINE,OUT
SWSTWSM8,1954 WHITEST_ 2087 WHILL1_8 1,LINE,OUT
SWSTWST8,37270 TNWESTM 37271 TNWESTM 1,LINE,OUT
SWTARNK8,2033 KLR_MAG1 2036 KELLER2_ 1,LINE,OUT
SWTARNK8,2033 KLR_MAG1 12033 HRTAG1_ 1,LINE,OUT
SWTARNK8,2028 CLYVIL2_ 2042 SMITHFD2 1,LINE,OUT
SWTARNK8,1957 SAGINAW1 2043 WATAGAN_ 1,LINE,OUT
SWTARNK8,2028 CLYVIL2_ 2035 BEARCK3_ 1,LINE,OUT
SWTARNK8,2039 MEADPRK1 2042 SMITHFD2 1,LINE,OUT
SWTARNK8,1837 PARKVIST 2036 KELLER2_ 1,LINE,OUT
SWTARNK8,566 CHERRYGRO 2035 BEARCK3_ 1,LINE,OUT
SWTARNK8,2033 KLR_MAG1 2037 WPKELLR1 1,LINE,OUT
SWTARNK8,566 CHERRYGRO 2037 WPKELLR1 1,LINE,OUT
SWTARNK8,2043 WATAGAN_ 2046 WATAGA2_ 1,LINE,OUT
SWTARNK8,2036 KELLER2_ 906311 KELLER 1,LINE,OUT
SWTARNK8,2039 MEADPRK1 2043 WATAGAN_ 1,LINE,OUT
SWTARNK8,2028 CLYVIL2_ 12028 CLYVIL2 1,LINE,OUT
SWTARNK8,1837 PARKVIST 1852 ROANOKE2 1,LINE,OUT
SWTASA28,2051 BD_WDSN1 12050 BEDFORD 1,LINE,OUT
SWTASA28,2040 MEADPRK2 2041 SMITHFD1 1,LINE,OUT
SWTASA28,2051 BD_WDSN1 12052 BD_WDSN 1,LINE,OUT
SWTASA28,2044 WATAGAS_ 2047 HALTOM1_ 1,LINE,OUT
SWTASA28,2040 MEADPRK2 2044 WATAGAS_ 1,LINE,OUT
SWTASA28,2041 SMITHFD1 12050 BEDFORD 1,LINE,OUT
SWTASA28,2044 WATAGAS_ 2045 WATAGA1_ 1,LINE,OUT
SWTASA28,1957 SAGINAW1 2047 HALTOM1_ 1,LINE,OUT
SWTASA28,2016 EULESS_8 2051 BD_WDSN1 1,LINE,OUT
XBGL88,6535 BIGLAKE4 138 6536 BIGLAKE2 138 PS,XFMR,OUT
XBGL89,6533 BIGLAKE2 69 6535 BIGLAKE4 138 1,XFMR,OUT
XBIG89,8218 BIG_FOOT 69 8221 BIG_FOOT 138 1,XFMR,OUT
XBLE58,8121 BLESSING 138 8123 BLESSING 345 1,XFMR,OUT
XBLE89,8119 BLESSING 69 8121 BLESSING 138 1,XFMR,OUT
XBLS55,140381 BLSMT_ 34.5 140383 BLSMT1 345 1,XFMR,OUT
XBLS55,140381 BLSMT_ 140382 BLSMT_ BC,LINE,OUT
XBLU58,6216 BLF_CRK4 138 60075 BLCKDUM 1 1,XFMR,OUT
XBLU58,60041 BLFTERT 34.5 60075 BLCKDUM 1 1,XFMR,OUT
XBLU58,60040 BLF_CRK 345 60075 BLCKDUM 1 1,XFMR,OUT
XBNB58,11877 BENBRK_ 13.8 24022 BNBSW2_ 1 2,XFMR,OUT
XBNB58,18751 BENBRK_ 138 24022 BNBSW2_ 1 2,XFMR,OUT
XBNB58,1870 BENBRK_B 345 24022 BNBSW2_ 1 2,XFMR,OUT
XBNB58,1870 BENBRK_B 1873 BENBRK_5 1,LINE,OUT
XBND58,953 BENDAVIS_ 1 970 BENDAVIS_ 345 2,XFMR,OUT
XBND58,953 BENDAVIS_ 1 994 BENDAVIS_ 12.5 2,XFMR,OUT
XBND58,953 BENDAVIS_ 1 968 BENDAVIS_ 138 2,XFMR,OUT
XBNM89,1760 BONHMSS1 138 1761 BONHMSS_ 69 1,XFMR,OUT
XBO155,161102 BRDS_J 34.5 161105 BORDAS 345 T1,XFMR,OUT
XBO155,161102 BRDS_J 161103 BRDS_J BC,LINE,OUT
XBO258,246 BOSQUESW5 345 150142 BOSQ_B 18 2,XFMR,OUT
XBO358,246 BOSQUESW5 345 150141 BOSQ_B 18 1,XFMR,OUT
XBOM58,1422 BOWMAN_5 345 24052 BOMSW1_ 1 1,XFMR,OUT
XBOM58,24052 BOMSW1_ 1 29048 BOWMAN_ 13.8 1,XFMR,OUT
XBOM58,1423 BOWMAN_A 138 24052 BOMSW1_ 1 1,XFMR,OUT
XBOO55,132731 BOOTLE 34.5 132732 BOOTLE 345 1,XFMR,OUT
XBOR55,161107 BRDS_J 34.5 161109 BORDAS 345 02,XFMR,OUT
XBOR55,161107 BRDS_J 161108 BRDS_J BC,LINE,OUT
XBOR55,161106 BRDS_J 161107 BRDS_J BC,LINE,OUT
XBOS58,246 BOSQUESW5 345 150143 BOSQ_B 18 5,XFMR,OUT
XBOS88,252 BOSQUESW8 138 150144 BOSQ_B 18 3,XFMR,OUT
XBOW89,620 BOWIE8 138 621 BOWIE9 69 1,XFMR,OUT
XBR158,5475 VON_ROSE 345 170135 BRA_AV 18 1,XFMR,OUT
XBR184,5036 BR_STR56 1 170137 BRAU_V 13.8 1,XFMR,OUT
XBR184,5030 BRAUNIG_ 138 5036 BR_STR56 1 1,XFMR,OUT
XBR184,5036 BR_STR56 1 170138 BRAU_V 13.8 1,XFMR,OUT
XBRA58,5474 AVR_STR1 1 5475 VON_ROSE 345 1,XFMR,OUT
XBRA58,5474 AVR_STR1 1 170136 BRAU_A 18 13,XFMR,OUT
XBRA58,5474 AVR_STR1 1 170134 BRA_AV 18 12,XFMR,OUT
XBRA84,5030 BRAUNIG_ 138 5037 BR_STR78 1 1,XFMR,OUT
XBRA84,5037 BR_STR78 1 170140 BRAU_V 13.8 1,XFMR,OUT
XBRA84,5037 BR_STR78 1 170139 BRAU_V 13.8 1,XFMR,OUT
XBRA89,39600 TNBRAZO 138 39630 TNBRAZO 69 1,XFMR,OUT
XBRI55,141301 BRISCO 345 141303 BRISCO 34.5 1,XFMR,OUT
XBRI55,141302 BRISCO 141303 BRISCO BC,LINE,OUT
XBRK89,1614 BRECK_8 138 1615 BRECK_9 69 1,XFMR,OUT
XBRN89,1661 BRNWD1_8 138 1662 BRNWD1_9 69 1,XFMR,OUT
XBRT85,1599 BARTON_8 138 150411 BRTSW_ 34.5 1,XFMR,OUT
XBRU89,5887 BRUNISW8 138 5888 BRUNISUB 69 1,XFMR,OUT
XBSP89,1322 BIGSPRIG 138 1323 BIGSPRIG 69 1,XFMR,OUT
XBT188,110731 BTE_BT 18 110735 BTE_1_ 138 G1,XFMR,OUT
XBTE88,110732 BTE_BT 18 110735 BTE_1_ 138 G2,XFMR,OUT
XBUC85,151091 BUCKTH 34.5 151092 BUCKTH 138 1,XFMR,OUT
XBUD89,7498 L_BUDA__ 138 7499 L_BUDA__ 69 1,XFMR,OUT
XBUR89,7097 L_BURNET 69 7100 L_BURNET 138 1,XFMR,OUT
XBUZ89,1355 BUZZDRAW 138 1356 BUZZDRAW 69 1,XFMR,OUT
XBW154,11446 BROWN_1 345 11447 BROWN_2 24 3,XFMR,OUT
XBY184,42160 BAYOU__ 138 110204 BYU_BY 13.8 G1,XFMR,OUT
XBY284,42160 BAYOU__ 138 110201 BYU_BY 13.8 G1,XFMR,OUT
XBY384,42160 BAYOU__ 138 110202 BYU_BY 13.8 G1,XFMR,OUT
XBYU84,42160 BAYOU__ 138 110203 BYU_BY 13.8 G1,XFMR,OUT
XB_188,160104 B_D_B_ 18 160108 B_DAVI 138 2,XFMR,OUT
XB_D88,160103 B_D_B_ 18 160107 B_DAVI 138 1,XFMR,OUT
XCA184,111222 CALHOU 138 111241 CALHOU 13.8 2,XFMR,OUT
XCA184,111221 CALHOU 13.8 111222 CALHOU 138 1,XFMR,OUT
XCAL84,110522 CAL_CA 13.8 110523 CAL_1_ 138 G1,XFMR,OUT
XCAL85,180351 CALLAH 34.5 180352 CALLAH 138 1,XFMR,OUT
XCAM85,160981 CAMWIN 138 160982 CAMWIN 34.5 1,XFMR,OUT
XCAN84,7487 L_CANYHY 138 170111 CAN_CA 4 1,XFMR,OUT
XCAP55,180758 CAPRID 34.5 180759 CAPRID 345 1,XFMR,OUT
XCAR93,1320 CARBON_S 12.5 1321 CARBONSW 69 1,XFMR,OUT
XCAR93,1320 CARBON_S 131131 CARBN_ 1,LINE,OUT
XCAS85,132781 CASLGP 34.5 132783 CASL_G 138 X1,XFMR,OUT
XCAS89,60359 CASSAVA 69 60360 CASSAVA 138 1,XFMR,OUT
XCB155,111142 CBECII 25 111144 CBECII 345 G1,XFMR,OUT
XCB156,110074 CBY4_C 16 110076 CBY4_1 345 G1,XFMR,OUT
XCB184,110794 CBEC_G 13.8 110797 CBEC_1 138 G1,XFMR,OUT
XCB284,110793 CBEC_S 13.8 110797 CBEC_1 138 G1,XFMR,OUT
DHECALP8,8565 HECKER4A 8569 HOTIRON4 2,LINE,OUT
DHECALP8,8565 HECKER4A 8566 HOTIRON4 1,LINE,OUT
DHECDUP8,8422 I_DUPSW4 8565 HECKER4A 0,LINE,OUT
DHECDUP8,8422 I_DUPSW4 8565 HECKER4A 1,LINE,OUT
DHECWHI8,8565 HECKER4A 8961 WHITEPT4 2,LINE,OUT
DHECWHI8,8565 HECKER4A 8961 WHITEPT4 1,LINE,OUT
DHELAND8,5055 CAGNON1_ 5200 HELOTES 1,LINE,OUT
DHELAND8,5003 ANDERSON 5200 HELOTES 1,LINE,OUT
DHELGRI8,5020 BANDERA 5200 HELOTES 1,LINE,OUT
DHELGRI8,5185 GRISSOM 5200 HELOTES 1,LINE,OUT
DHELHIL8,5210 HILLCTY1 5461 UTSA_ATP 1,LINE,OUT
DHELHIL8,5257 LASIERRA 5462 UTSA_BTP 1,LINE,OUT
DHELHIL8,5200 HELOTES 5462 UTSA_BTP 1,LINE,OUT
DHELHIL8,5200 HELOTES 5461 UTSA_ATP 1,LINE,OUT
DHELUT28,5200 HELOTES 5462 UTSA_BTP 1,LINE,OUT
DHELUT28,5257 LASIERRA 5462 UTSA_BTP 1,LINE,OUT
DHELUTS8,5210 HILLCTY1 5461 UTSA_ATP 1,LINE,OUT
DHELUTS8,5200 HELOTES 5461 UTSA_ATP 1,LINE,OUT
DHENCOM8,7174 L_HENNE_ 7176 L_COMAL_ 1,LINE,OUT
DHENCOM8,7172 L_HENNE_ 7176 L_COMAL_ 1,LINE,OUT
DHENZOR8,7172 L_HENNE_ 7182 L_MCCALA 1,LINE,OUT
DHENZOR8,7180 L_ZORN__ 7182 L_MCCALA 3,LINE,OUT
DHEN_MC8,7172 L_HENNE_ 7182 L_MCCALA 1,LINE,OUT
DHEN_MC8,7174 L_HENNE_ 7180 L_ZORN__ 1,LINE,OUT
DHE_HOC9,47165 H_O_C__ 47680 HIGHTS_ 34,LINE,OUT
DHE_HOC9,46620 WHITOK_ 47680 HIGHTS_ 34,LINE,OUT
DHICEMS5,1436 PARKER_5 2081 HICKS_SW 1,LINE,OUT
DHICEMS5,1859 EAGLEMNT 2081 HICKS_SW 1,LINE,OUT
DHICHIC8,9148 HICRSMB1 9263 SALEMWLK 1,LINE,OUT
DHICHIC8,7202 L_HICROS 7356 L_MARSFO 1,LINE,OUT
DHICMAR8,7202 L_HICROS 7356 L_MARSFO 1,LINE,OUT
DHICMAR8,9148 HICRSMB1 9263 SALEMWLK 2,LINE,OUT
DHICPIL8,9071 GARFIELD 9147 HICRSMB2 1,LINE,OUT
DHICPIL8,9148 HICRSMB1 9259 PILOT_KB 1,LINE,OUT
DHICSAL8,9148 HICRSMB1 9263 SALEMWLK 2,LINE,OUT
DHICSAL8,9148 HICRSMB1 9263 SALEMWLK 1,LINE,OUT
DRYSFMR5,1685 FARMVLSW 2461 ROYSE_N5 1,LINE,OUT
DRYSFMR5,1685 FARMVLSW 2478 ROYSE_S5 1,LINE,OUT
DRYSFOR5,2473 ROYSE1_8 138 2474 ROYSE1_T 345 1,XFMR,OUT
DRYSFOR5,2437 FRNY1_5 2474 ROYSE1_T 1,LINE,OUT
DRYSFOR5,2437 FRNY1_5 2478 ROYSE_S5 1,LINE,OUT
DRYSFOR5,2472 ROYSE_B8 2473 ROYSE1_8 1,LINE,OUT
DRYSFOR5,2471 ROYSE_A8 2473 ROYSE1_8 1,LINE,OUT
DRYSFOR5,2461 ROYSE_N5 2474 ROYSE1_T 1,LINE,OUT
DSAGHLS8,2104 RANDL_E_ 2106 RANDL2_8 1,LINE,OUT
DSAGHLS8,2099 RICHLN1_ 2103 RANDL_W_ 1,LINE,OUT
DSAGHLS8,2048 GEMINI2_ 2098 HALTOM2_ 1,LINE,OUT
DSAGHLS8,2105 RANDL1_8 2164 HEMPHILL 1,LINE,OUT
DSAGHLS8,1957 SAGINAW1 2048 GEMINI2_ 1,LINE,OUT
DSAGHLS8,1951 HANDLEYD 2103 RANDL_W_ 1,LINE,OUT
DSAGHLS8,1950 HANDLEYC 2104 RANDL_E_ 1,LINE,OUT
DSAGHLS8,2100 RICHLN2_ 2104 RANDL_E_ 1,LINE,OUT
DSAGHLS8,2099 RICHLN1_ 2101 SPRNGDL1 1,LINE,OUT
DSAGHLS8,2049 GEMINI1_ 2099 RICHLN1_ 1,LINE,OUT
DSAGHLS8,1957 SAGINAW1 2049 GEMINI1_ 1,LINE,OUT
DSAGHLS8,2103 RANDL_W_ 2105 RANDL1_8 1,LINE,OUT
DSAGHLS8,2098 HALTOM2_ 2100 RICHLN2_ 1,LINE,OUT
DSAGHLS8,2106 RANDL2_8 12093 HERTG1_ 1,LINE,OUT
DSALFA58,7056 L_FPPYD1 7058 L_SALEM_ 1,LINE,OUT
DSALFA58,7286 L_FAYETT 7289 L_SALEM_ 1,LINE,OUT
DSALGA58,3688 JARRELL_ 7346 L_GABRIE 1,LINE,OUT
DSALGA58,121 SONTERRA 3688 JARRELL_ 1,LINE,OUT
DSALGA58,132 BELLCNTY8 3640 SALADO1_ 1,LINE,OUT
DSALGA58,121 SONTERRA 3640 SALADO1_ 1,LINE,OUT
DSALGA58,3413 KNOBCRKS 3699 SALADOSS 1,LINE,OUT
DSALHUT5,3696 HUTTOSS_ 3699 SALADOSS 1,LINE,OUT
DSALHUT5,3696 HUTTOSS_ 3699 SALADOSS 2,LINE,OUT
DSALKLN5,3422 KILL_SS_ 3699 SALADOSS 1,LINE,OUT
DSALKLN5,3422 KILL_SS_ 3699 SALADOSS 2,LINE,OUT
DSALTM58,132 BELLCNTY8 3415 TEMP_SS_ 1,LINE,OUT
DSALTM58,3413 KNOBCRKS 3699 SALADOSS 1,LINE,OUT
DSAMTHS5,13405 THOUSE_ 68090 SAMSW 1,LINE,OUT
DSAMTHS5,3405 THOUSE__ 68090 SAMSW 1,LINE,OUT
DSAMVEN5,1906 VENUS_S5 68090 SAMSW 1,LINE,OUT
DSAMVEN5,1907 VENUS_N5 68090 SAMSW 1,LINE,OUT
DSANSA89,6355 SANA4A 6390 FIREROCK 1,LINE,OUT
DSANSA89,6352 SANA_TAP 6408 FIREROCK 1,LINE,OUT
DSANSA89,6356 DRSY2A 6357 CROSSPLA 1,LINE,OUT
DSANSA89,6352 SANA_TAP 6353 SANA2A 1,LINE,OUT
DSANSA89,6350 DRESSY2A 6356 DRSY2A 1,LINE,OUT
DSANSA89,6408 FIREROCK 902119 BANGS_ 1,LINE,OUT
DSANSA89,6352 SANA_TAP 6356 DRSY2A 1,LINE,OUT
DSARIND8,2972 SUTHLD1_ 2975 INDUST_1 1,LINE,OUT
DSARIND8,2940 SARGT_3T 2941 SARGT_4T 1,LINE,OUT
DSARIND8,2940 SARGT_3T 2973 SUTHLD2_ 1,LINE,OUT
DSARIND8,2947 SARGT_1T 2972 SUTHLD1_ 1,LINE,OUT
DSARIND8,2947 SARGT_1T 2949 SARGT_N8 1,LINE,OUT
DSARIND8,2940 SARGT_3T 2949 SARGT_N8 1,LINE,OUT
DSARIND8,2973 SUTHLD2_ 2974 INDUST_W 1,LINE,OUT
DSARIND8,2947 SARGT_1T 2950 SARGT_2T 1,LINE,OUT
DSARTWI5,6444 REDCREEK 76006 L_BOWWO 1,LINE,OUT
DSARTWI5,1444 BROWN_5 76009 L_TWINB 1,LINE,OUT
DSCOFAR5,11318 SCURCNT 59905 FARADAY 1,LINE,OUT
DSCOFAR5,11318 SCURCNT 59900 LONG_DR 2,LINE,OUT
DSCOTKW5,11048 TONKAWA 11318 SCURCNT 2,LINE,OUT
DSCOTKW5,11048 TONKAWA 11318 SCURCNT 1,LINE,OUT
DSCRWEB8,43082 PILGRM0 43505 WEBSTR_ 07,LINE,OUT
DSCRWEB8,42562 ELDORA9 43610 SCRDLE_ 92,LINE,OUT
DSCRWEB8,42562 ELDORA9 43502 WEBSTR9 92,LINE,OUT
DSCRWEB8,43505 WEBSTR_ 43507 WEBSTR_ 63,LINE,OUT
DSCRWEB8,42842 KEMAH_9 43502 WEBSTR9 92,LINE,OUT
DSCRWEB8,42042 CC_AM__ 42581 ELLING0 07,LINE,OUT
DSCRWEB8,42011 P_H_R__ 42842 KEMAH_9 92,LINE,OUT
DSCRWEB8,42010 P_H_R__ 42011 P_H_R__ 92,LINE,OUT
DSCRWEB8,42581 ELLING0 43082 PILGRM0 07,LINE,OUT
DSCRWEB8,48013 ALMEDA0 48060 CHOC_B0 07,LINE,OUT
DSCRWEB8,42680 GARDEN_ 42681 GARDEN_ 07,LINE,OUT
DSCRWEB8,42042 CC_AM__ 42681 GARDEN_ 07,LINE,OUT
DSC_SL28,40530 ESBELT_ 41210 PAIR___ 88,LINE,OUT
DSC_SL28,41370 S_CHAN_ 41450 SHELL__ 85,LINE,OUT
DSC_SL28,41370 S_CHAN_ 41371 S_CHAN_ 06,LINE,OUT
DSC_SL28,40530 ESBELT_ 41370 S_CHAN_ 88,LINE,OUT
DSDDBC99,8546 BCPMPTP2 8984 MRKHMTP2 1,LINE,OUT
DSDDBC99,8119 BLESSING 8550 MARKHAM2 1,LINE,OUT
DSDDBC99,8546 BCPMPTP2 8547 BYCTYPM1 1,LINE,OUT
DSDDBC99,5554 MARKHAMT 5556 VANVLECK 1,LINE,OUT
DSDDBC99,5548 DANEVANG 5550 NCLEMVIL 1,LINE,OUT
DSDDBC99,5544 DANEVANG 5548 DANEVANG 1,LINE,OUT
DSDDBC99,5551 SALTDOME 5555 SHROPSHR 1,LINE,OUT
DSDDBC99,5551 SALTDOME 5553 TRESPALA 1,LINE,OUT
DSDDBC99,8546 BCPMPTP2 8549 BYCTYPM3 1,LINE,OUT
DSDDBC99,5550 NCLEMVIL 5553 TRESPALA 1,LINE,OUT
DSDDBC99,8550 MARKHAM2 8984 MRKHMTP2 1,LINE,OUT
DSDDBC99,5556 VANVLECK 5560 BAYCITYS 1,LINE,OUT
DSDDBC99,5556 VANVLECK 5558 VANVLECK 1,LINE,OUT
DSDDBC99,5554 MARKHAMT 8984 MRKHMTP2 1,LINE,OUT
DSDDBC99,5554 MARKHAMT 5555 SHROPSHR 1,LINE,OUT
DSEGDEE8,7228 L_SEGUIN 7598 L_CAPOTE 1,LINE,OUT
DSEGDEE8,7228 L_SEGUIN 7595 L_DEERCR 1,LINE,OUT
DSHBTYE8,3104 SHAMBRGR 3137 BLACKFOR 1,LINE,OUT
DSHBTYE8,3104 SHAMBRGR 3210 TYLERNE_ 1,LINE,OUT
DSHBTYE8,3208 DELELKTA 3211 TYLERE_8 1,LINE,OUT
DSHBTYE8,3208 DELELKTA 3209 DELEK1_8 1,LINE,OUT
DSHBTYE8,3208 DELELKTA 3210 TYLERNE_ 1,LINE,OUT
DSHREVR5,1907 VENUS_N5 1911 WEBB1_5 1,LINE,OUT
DSHREVR5,1886 EVRMAN_E 1932 KENNDALE 1,LINE,OUT
DSHREVR5,1918 SHRYAUTO 1934 SHRYAUTO 1,LINE,OUT
DSHREVR5,1930 CENTURY3 1932 KENNDALE 1,LINE,OUT
DSHREVR5,1911 WEBB1_5 1929 CENTURY1 1,LINE,OUT
DSHREVR5,1930 CENTURY3 1934 SHRYAUTO 1,LINE,OUT
DSHREVR5,1918 SHRYAUTO 1929 CENTURY1 1,LINE,OUT
DSKYCAL5,5371 SKYLINE_ 5400 SPRUCE 2,LINE,OUT
DSKYCAL5,5371 SKYLINE_ 5400 SPRUCE 1,LINE,OUT
DSKYCHU8,5130 DRESDEN 5370 SKYLIN4_ 1,LINE,OUT
DSKYCHU8,5090 CHULIE 5325 OLMOS 1,LINE,OUT
DSKYDRE8,5130 DRESDEN 5370 SKYLIN4_ 1,LINE,OUT
DSKYDRE8,5090 CHULIE 5368 SKYLIN1_ 1,LINE,OUT
DSKYGRE8,5000 ALAMOTP 5368 SKYLIN1_ 1,LINE,OUT
DSKYGRE8,5000 ALAMOTP 5180 GREEN_MT 1,LINE,OUT
DSKYGRE8,5370 SKYLIN4_ 5445 TRI_CNTY 1,LINE,OUT
DSKYNAC8,5315 NACDCHES 5369 SKYLIN3_ 1,LINE,OUT
